SoC,Temperature,Voltage,Label
100,298.15,4.0143,0
99.17313776,298.8492829,3.916819985,0
98.34627552,299.6652011,3.887562449,0
97.51941329,300.4978246,3.87728725,0
96.69255105,301.3275924,3.870545042,0
95.86568881,302.1396184,3.866939538,0
95.03882657,302.930224,3.863283884,0
94.21196434,303.7011978,3.859398527,0
93.3851021,304.45484,3.855100503,0
92.55823986,305.1928031,3.850401944,0
91.73137762,305.9162639,3.84534866,0
90.90451539,306.6260084,3.840066351,0
90.07765315,307.3210883,3.834921771,0
89.25079091,308.0004944,3.829458298,0
88.42392867,308.6637756,3.823774473,0
87.59706644,309.3110214,3.817902965,0
86.7702042,309.9426679,3.811862282,0
85.94334196,310.5592665,3.805665485,0
85.11647972,311.1615397,3.799278162,0
84.28961749,311.7513223,3.792692025,0
83.46275525,312.330039,3.786000621,0
82.63589301,312.8987963,3.779214668,0
81.80903077,313.4610919,3.771279548,0
80.98216854,314.0215374,3.762461431,0
80.1553063,314.5816643,3.753856356,0
79.32844406,315.1396999,3.746254997,0
78.50158182,315.6940996,3.738892493,0
77.67471959,316.2442683,3.731530069,0
76.84785735,316.7900881,3.724160494,0
76.02099511,317.331557,3.716792099,0
75.19413287,317.8688407,3.709421509,0
74.36727064,318.4024176,3.702045182,0
73.5404084,318.9338341,3.694641871,0
72.71354616,319.4648453,3.687216881,0
71.88668392,319.9963301,3.67978743,0
71.05982169,320.5287176,3.672349498,0
70.23295945,321.0622166,3.664910249,0
69.40609721,321.5968896,3.657479381,0
68.57923497,322.1327668,3.650041325,0
67.75237274,322.6698651,3.642599404,0
66.9255105,323.208166,3.635169723,0
66.09864826,323.7476939,3.62773054,0
65.27178602,324.2885669,3.620299276,0
64.44492378,324.8308296,3.61292071,0
63.61806155,325.3742792,3.605664041,0
62.79119931,325.9185903,3.598513475,0
61.96433707,326.4636381,3.591353079,0
61.13747483,327.0092829,3.58421395,0
60.3106126,327.5551722,3.577072742,0
59.48375036,328.10106,3.569932687,0
58.65688812,328.6466316,3.562796643,0
57.83002588,329.1913252,3.555669702,0
57.00316365,329.7343911,3.548561157,0
56.17630141,330.2755498,3.541433703,0
55.34943917,330.8147056,3.534321123,0
54.52257693,331.3518306,3.527212449,0
53.6957147,331.8869343,3.520097061,0
52.86885246,332.4200745,3.512970557,0
52.04199022,332.9514114,3.50584962,0
51.21512798,333.4810195,3.498736531,0
50.38826575,334.0101141,3.491597557,0
49.56140351,334.5416156,3.484404158,0
48.73454127,335.0786964,3.477169174,0
47.90767903,335.6229715,3.469931745,0
47.0808168,336.174931,3.462701662,0
46.25395456,336.7346943,3.455446959,0
45.42709232,337.3022482,3.448202766,0
44.60023008,337.8768202,3.441323008,0
43.77336785,338.4568653,3.434987713,0
42.94650561,339.0407013,3.429079141,0
42.11964337,339.6274208,3.423161288,0
41.29278113,340.2167383,3.417236362,0
40.4659189,340.8084745,3.411312911,0
39.63905666,341.4024645,3.405393089,0
38.81219442,341.9986796,3.399476627,0
37.98533218,342.5973961,3.393561934,0
37.15846995,343.1987547,3.38763912,0
36.33160771,343.8026073,3.381728337,0
35.50474547,344.4087734,3.37580852,0
34.67788323,345.0171307,3.369891375,0
33.851021,345.6277183,3.363984182,0
33.02415876,346.2410522,3.358046484,0
32.19729652,346.8575776,3.352128854,0
31.37043428,347.4774411,3.346194829,0
30.54357204,348.1004667,3.340263237,0
29.71670981,348.7263391,3.334344175,0
28.88984757,349.355061,3.328290458,0
28.06298533,349.9882692,3.321282801,0
27.23612309,350.6281274,3.313548696,0
26.40926086,351.2756928,3.305747013,0
25.58239862,351.9318258,3.297929315,0
24.75553638,352.597342,3.29010113,0
23.92867414,353.2721608,3.282286175,0
23.10181191,353.952779,3.27455584,0
22.27494967,354.6352093,3.266858132,0
